order_date,customer_code,product_code,sold_quantity,gross_amount
2024-08-29,CUST-518158,SKU-657184,111,3903.87
2025-12-23,CUST-514975,SKU-629405,91,1578.85
2024-07-20,CUST-473241,SKU-899283,223,3157.68
2025-01-19,CUST-210939,SKU-102797,553,10606.54
2025-04-21,CUST-345861,SKU-198146,906,44665.8
2025-03-27,CUST-135524,SKU-353381,710,17373.7
2025-11-03,CUST-233948,SKU-645749,540,11782.8
2025-07-28,CUST-470870,SKU-544137,594,18823.86
2024-12-10,CUST-987680,SKU-246398,463,75677.35
2024-07-20,CUST-719493,SKU-166140,891,26614.17
2024-07-14,CUST-120960,SKU-397873,645,16931.25
2025-04-19,CUST-977898,SKU-739314,223,2885.62
2025-07-08,CUST-609245,SKU-867546,960,33542.4
2024-02-26,CUST-882701,SKU-487967,231,11986.59
2025-09-23,CUST-397533,SKU-843516,963,17295.48
2025-08-13,CUST-896510,SKU-541197,321,3701.13
2025-11-28,CUST-592610,SKU-525415,528,10950.72
2025-03-16,CUST-209811,SKU-518902,67,1293.1
2024-09-26,CUST-316733,SKU-615285,995,94117.05
2025-01-09,CUST-848316,SKU-482027,545,13281.65
2025-08-26,CUST-556781,SKU-509044,257,27971.88
2025-10-19,CUST-487875,SKU-899692,82,2075.42
2025-10-05,CUST-698600,SKU-777317,497,13215.23
2024-09-06,CUST-710722,SKU-224171,315,5956.65
2024-02-18,CUST-455100,SKU-567783,236,4009.64
2025-06-18,CUST-293316,SKU-687182,86,2323.72
2025-04-23,CUST-471134,SKU-706188,872,13908.4
2025-05-28,CUST-673084,SKU-366190,100,2829.0
2024-11-05,CUST-429950,SKU-319561,299,3728.53
2024-09-13,CUST-572713,SKU-129681,400,2260.0
2025-03-30,CUST-184972,SKU-829165,522,6243.12
2025-05-24,CUST-343717,SKU-313577,543,15687.27
2024-05-14,CUST-340708,SKU-912744,31,1168.08
2024-09-11,CUST-340708,SKU-297504,94,3931.08
2025-05-15,CUST-966619,SKU-399283,866,57303.22
2025-04-15,CUST-275116,SKU-286350,305,4221.2
2024-05-08,CUST-466167,SKU-108740,482,7046.84
2025-08-27,CUST-119427,SKU-731440,973,20656.79
2025-03-23,CUST-673084,SKU-528689,857,90456.35
2025-11-10,CUST-259249,SKU-317022,244,7627.44
2025-11-15,CUST-489396,SKU-356798,943,70970.18
2024-11-20,CUST-208968,SKU-543622,879,34606.23
2024-07-25,CUST-320445,SKU-757724,406,35967.54
2024-05-06,CUST-710722,SKU-655008,143,3075.93
2025-10-31,CUST-556174,SKU-377214,989,24171.16
2024-04-26,CUST-999224,SKU-971157,876,65629.92
2025-09-27,CUST-562216,SKU-154152,737,36002.45
2024-01-19,CUST-473557,SKU-944361,495,10449.45
2024-04-23,CUST-974555,SKU-742408,651,16952.04
2024-02-11,CUST-282481,SKU-213460,890,51353.0
2024-07-16,CUST-345861,SKU-798013,519,4702.14
2024-12-02,CUST-470870,SKU-162265,68,2057.0
2024-07-29,CUST-185190,SKU-547739,977,31009.98
2025-01-04,CUST-525071,SKU-125810,101,2690.64
2025-01-03,CUST-896474,SKU-570210,891,9480.24
2024-02-09,CUST-255133,SKU-611040,163,11106.82
2025-08-07,CUST-504617,SKU-734633,331,10608.55
2024-09-21,CUST-691738,SKU-496685,41,1638.77
2025-12-07,CUST-105144,SKU-701356,141,5218.41
2025-06-03,CUST-742268,SKU-332262,25,708.75
2025-09-19,CUST-777375,SKU-455118,362,2798.26
2025-10-26,CUST-473557,SKU-256709,919,98571.94
2025-03-16,CUST-272753,SKU-506678,779,13414.38
2024-10-09,CUST-129074,SKU-597727,196,15160.6
2025-10-29,CUST-227478,SKU-453129,551,17444.66
2024-08-15,CUST-673582,SKU-166712,756,6735.96
2024-07-15,CUST-518235,SKU-205267,388,26395.64
2024-06-26,CUST-288304,SKU-812230,752,2737.28
2024-12-28,CUST-227478,SKU-422950,95,2022.55
2025-06-22,CUST-227478,SKU-136801,356,18344.68
2024-11-28,CUST-854076,SKU-499380,296,61991.28
2024-05-15,CUST-281848,SKU-611040,967,65891.38
2025-03-16,CUST-489396,SKU-673620,455,20206.55
2025-11-19,CUST-304484,SKU-379650,927,120343.14
2025-08-28,CUST-166698,SKU-833433,338,17092.66
2025-05-03,CUST-337994,SKU-119440,396,6193.44
2024-01-16,CUST-345861,SKU-568584,581,17139.5
2024-04-02,CUST-448323,SKU-472302,471,47264.85
2025-10-18,CUST-433657,SKU-655792,864,14264.64
2025-05-02,CUST-671782,SKU-655008,42,957.6
2024-06-15,CUST-503641,SKU-801331,438,11379.24
2024-08-26,CUST-514975,SKU-632657,68,375.36
2025-01-14,CUST-698600,SKU-724203,307,65430.91
2024-04-25,CUST-397533,SKU-750341,481,15079.35
2025-05-21,CUST-397533,SKU-920146,199,3906.37
2024-04-28,CUST-556820,SKU-801331,873,22680.54
2024-05-17,CUST-527451,SKU-984733,880,44044.0
2025-03-08,CUST-374157,SKU-110136,469,10013.15
2025-12-03,CUST-867794,SKU-177498,863,52599.85
2025-01-23,CUST-582618,SKU-756897,770,11172.7
2024-09-26,CUST-505863,SKU-753348,963,21648.24
2025-08-12,CUST-682747,SKU-161590,51,615.06
2025-12-15,CUST-875069,SKU-899596,232,9254.48
2025-10-14,CUST-342472,SKU-790615,128,5232.64
2025-04-26,CUST-288304,SKU-957650,899,23275.11
2024-11-18,CUST-138957,SKU-579175,144,2767.68
2025-01-15,CUST-822914,SKU-134272,32,233.6
2025-06-05,CUST-547466,SKU-740025,40,2176.0
2025-01-10,CUST-910480,SKU-700203,329,3474.24
2025-06-02,CUST-300751,SKU-455562,950,27825.5
2025-10-11,CUST-618416,SKU-578490,561,23130.03
2024-07-08,CUST-199485,SKU-369447,338,6438.9
2025-10-02,CUST-304484,SKU-871748,38,354.16
2024-09-06,CUST-455100,SKU-902771,882,45520.02
2024-07-12,CUST-572713,SKU-232937,558,5340.06
2025-08-15,CUST-188740,SKU-965193,408,15475.44
2025-05-04,CUST-533259,SKU-380565,909,48404.25
2025-11-19,CUST-556820,SKU-315712,305,5645.55
2025-03-10,CUST-978371,SKU-784932,502,57177.8
2024-01-28,CUST-199485,SKU-293545,905,36462.45
2024-05-09,CUST-103165,SKU-221813,321,4859.94
2024-10-25,CUST-293316,SKU-542455,754,4983.94
2025-11-12,CUST-320445,SKU-450918,243,48660.75
2024-09-22,CUST-927812,SKU-617877,518,37617.16
2025-09-23,CUST-827324,SKU-373975,995,24506.85
2025-06-04,CUST-105144,SKU-471853,698,55407.24
2024-07-06,CUST-290319,SKU-171327,31,342.86
2025-11-07,CUST-536842,SKU-595716,158,11889.5
2025-07-22,CUST-288266,SKU-353381,964,23589.08
2024-10-03,CUST-222662,SKU-125972,749,18650.1
2025-06-24,CUST-345089,SKU-442998,320,12700.8
2025-07-21,CUST-471134,SKU-461701,492,3990.12
2025-02-20,CUST-275551,SKU-834144,812,13454.84
2025-04-16,CUST-120960,SKU-342501,663,61287.72
2024-11-26,CUST-394574,SKU-885121,339,13271.85
2025-12-28,CUST-135524,SKU-896033,306,12102.3
2024-05-16,CUST-473241,SKU-485660,283,5478.88
2025-06-08,CUST-875069,SKU-755039,163,7426.28
2024-08-10,CUST-847481,SKU-676064,470,25826.5
2024-06-24,CUST-406065,SKU-349947,604,43125.6
2024-08-03,CUST-529855,SKU-154152,984,45342.72
2024-09-29,CUST-710722,SKU-778324,590,8142.0
2025-02-13,CUST-352572,SKU-678643,745,13052.4
2025-07-03,CUST-710722,SKU-161095,864,63745.92
2025-10-15,CUST-619729,SKU-161590,416,5016.96
2025-08-14,CUST-572713,SKU-413586,71,2232.24
2025-05-31,CUST-281848,SKU-488791,175,3071.25
2024-12-13,CUST-716539,SKU-826607,465,27355.95
2024-07-17,CUST-782824,SKU-919995,722,46475.14
2025-11-26,CUST-518158,SKU-542447,631,32584.84
2024-03-29,CUST-556174,SKU-116083,936,31636.8
2025-01-07,CUST-139803,SKU-880851,79,1675.59
2025-01-06,CUST-320445,SKU-134272,724,5285.2
2024-09-04,CUST-504707,SKU-221226,737,7414.22
2024-02-18,CUST-649686,SKU-747108,489,24097.92
2024-09-13,CUST-436962,SKU-275178,132,1511.4
2024-09-23,CUST-281848,SKU-642865,705,59586.6
2024-10-13,CUST-292522,SKU-183350,131,7794.5
2024-12-09,CUST-770551,SKU-472415,598,11104.86
2025-07-30,CUST-436962,SKU-290492,302,5979.6
2024-09-06,CUST-540465,SKU-801331,75,1948.5
2024-07-15,CUST-410175,SKU-538684,50,10864.5
2024-08-09,CUST-698600,SKU-161590,343,3903.34
2024-05-17,CUST-288266,SKU-734633,862,26066.88
2025-10-03,CUST-560126,SKU-108740,269,4169.5
2025-10-10,CUST-343717,SKU-971244,530,18094.2
2024-05-24,CUST-849280,SKU-164244,256,7296.0
2025-08-29,CUST-810860,SKU-191664,400,15864.0
2024-12-23,CUST-648792,SKU-549696,642,20852.16
2024-11-13,CUST-120960,SKU-718980,147,3645.6
2024-09-10,CUST-166698,SKU-618853,760,33683.2
2024-02-12,CUST-351962,SKU-388776,511,20976.55
2025-11-13,CUST-349540,SKU-349947,437,33072.16
2024-10-20,CUST-505863,SKU-484251,517,4249.74
2024-03-24,CUST-540465,SKU-103774,133,1611.96
2024-12-15,CUST-724220,SKU-738984,784,23998.24
2024-12-08,CUST-111233,SKU-256872,664,54540.96
2025-02-24,CUST-230013,SKU-655792,733,12101.83
2024-10-27,CUST-224501,SKU-483714,134,1390.92
2024-08-10,CUST-233948,SKU-965193,175,6261.5
2025-08-28,CUST-882701,SKU-925899,747,143371.71
2025-06-04,CUST-120960,SKU-682744,847,6488.02
2025-07-30,CUST-669198,SKU-438870,201,8255.07
2024-04-02,CUST-582618,SKU-415530,936,76967.28
2024-01-06,CUST-233948,SKU-414583,639,7406.01
2025-02-03,CUST-966619,SKU-342871,862,14205.76
2024-07-13,CUST-927812,SKU-182403,785,33095.6
2024-12-02,CUST-673084,SKU-808578,430,17036.6
2024-06-26,CUST-505863,SKU-125810,484,12162.92
2024-06-01,CUST-618416,SKU-538684,50,10864.5
2024-06-06,CUST-506220,SKU-429273,951,8387.82
2025-05-17,CUST-337994,SKU-596562,824,44512.48
2025-11-20,CUST-649686,SKU-221226,980,10446.8
2024-09-30,CUST-848316,SKU-834144,76,1187.88
2024-06-11,CUST-465475,SKU-587562,997,51195.95
2025-07-28,CUST-561237,SKU-487925,886,147908.84
2025-08-06,CUST-562216,SKU-740025,821,44662.4
2024-06-27,CUST-445919,SKU-551658,604,10304.24
2024-07-29,CUST-337994,SKU-490543,149,4268.85
2024-03-25,CUST-648079,SKU-309188,89,16929.58
2024-09-21,CUST-556781,SKU-309831,193,2549.53
2024-05-11,CUST-693415,SKU-899596,714,26867.82
2024-03-19,CUST-582618,SKU-839028,33,1040.82
2025-01-28,CUST-345861,SKU-840389,672,14555.52
2024-10-18,CUST-890404,SKU-371419,281,5830.75
2025-09-26,CUST-827741,SKU-297097,273,10447.71
2024-03-12,CUST-129074,SKU-555219,872,12609.12
2024-11-27,CUST-889320,SKU-559188,981,11418.84
2024-08-27,CUST-511720,SKU-750577,908,32324.8
2025-09-20,CUST-340708,SKU-740257,626,23493.78
2025-07-27,CUST-542164,SKU-569111,723,34508.79
2025-12-27,CUST-999224,SKU-970154,763,20311.06
2024-03-04,CUST-822914,SKU-853148,805,143040.45
2025-10-08,CUST-560126,SKU-757485,641,149218.39
2024-08-12,CUST-548218,SKU-963959,747,15933.51
2025-03-27,CUST-929229,SKU-484943,951,58857.39
2024-08-04,CUST-493052,SKU-397873,709,18611.25
2024-04-27,CUST-592610,SKU-386177,881,21813.56
2025-10-24,CUST-698600,SKU-591806,522,9787.5
2024-02-07,CUST-224501,SKU-700101,434,29416.52
2025-04-11,CUST-337994,SKU-299042,342,10950.84
2024-09-19,CUST-419982,SKU-182403,146,6155.36
2024-01-04,CUST-982083,SKU-512306,851,184752.1
2024-03-05,CUST-374157,SKU-485660,43,832.48
2025-11-25,CUST-345861,SKU-496845,599,34346.66
2024-10-02,CUST-648792,SKU-747235,237,4491.15
2024-02-14,CUST-775246,SKU-700170,337,5661.6
2024-07-12,CUST-255133,SKU-490543,380,10887.0
2025-12-28,CUST-103165,SKU-828284,997,11246.16
2025-03-20,CUST-304484,SKU-701356,869,32161.69
2024-01-12,CUST-840622,SKU-442998,874,32722.56
2024-10-23,CUST-260338,SKU-293545,484,19500.36
2024-04-02,CUST-770551,SKU-559188,709,8252.76
2024-09-23,CUST-292522,SKU-462069,365,12530.45
2025-07-01,CUST-242261,SKU-496620,65,1538.55
2024-03-09,CUST-927812,SKU-270066,217,21841.05
2024-04-28,CUST-914892,SKU-251696,344,18806.48
2024-11-16,CUST-491857,SKU-552618,789,90719.22
2025-03-12,CUST-609226,SKU-496685,461,19532.57
2025-04-27,CUST-255133,SKU-462983,991,26984.93
2024-01-06,CUST-974555,SKU-731440,387,7751.61
2025-04-02,CUST-153672,SKU-498178,479,30675.16
2024-01-10,CUST-466167,SKU-784713,830,40728.1
2025-03-31,CUST-622573,SKU-277765,811,34353.96
2024-08-04,CUST-746459,SKU-724203,221,44436.47
2024-04-21,CUST-287569,SKU-986263,483,20923.56
2025-10-31,CUST-609226,SKU-178642,102,2501.04
2024-08-02,CUST-556781,SKU-438870,526,20377.24
2025-09-15,CUST-849242,SKU-249872,733,136997.7
2024-01-23,CUST-944550,SKU-645626,961,26148.81
2024-11-20,CUST-489396,SKU-361029,615,69451.95
2024-02-09,CUST-436962,SKU-191664,441,16502.22
2025-11-13,CUST-974555,SKU-161095,654,48252.12
2024-12-31,CUST-856695,SKU-960684,241,3928.3
2024-10-27,CUST-256522,SKU-871748,39,343.2
2025-05-16,CUST-816130,SKU-422673,485,20069.3
2025-12-12,CUST-293316,SKU-530111,975,37020.75
2025-11-23,CUST-518235,SKU-414058,217,3966.76
2024-02-14,CUST-397533,SKU-175287,763,11803.61
2025-12-06,CUST-810860,SKU-116083,146,5231.18
2025-11-12,CUST-849280,SKU-941341,377,17123.34
2024-05-22,CUST-757111,SKU-453129,499,14905.13
2025-09-07,CUST-352572,SKU-243462,308,21871.08
2024-11-23,CUST-482908,SKU-886587,952,27027.28
2024-01-09,CUST-209811,SKU-136801,494,24018.28
2025-06-24,CUST-609245,SKU-465018,336,25650.24
2024-12-17,CUST-259249,SKU-706784,48,844.8
2024-08-06,CUST-889320,SKU-611040,466,31753.24
2024-08-07,CUST-746459,SKU-524328,457,25509.74
2025-12-02,CUST-816130,SKU-100490,557,6750.84
2024-01-06,CUST-618416,SKU-296058,739,4700.04
2024-06-20,CUST-253521,SKU-989693,371,5056.73
2025-01-26,CUST-230013,SKU-134272,267,1949.1
2025-01-25,CUST-200534,SKU-935285,981,11615.04
2025-12-07,CUST-698600,SKU-450918,757,151589.25
2024-05-30,CUST-682747,SKU-289802,708,29927.16
2024-11-07,CUST-649686,SKU-619794,467,6355.87
2024-01-07,CUST-992478,SKU-267616,327,3956.7
2024-04-28,CUST-822914,SKU-518902,951,17317.71
2024-02-05,CUST-673582,SKU-370276,330,4362.6
2025-01-02,CUST-135524,SKU-572185,209,39793.6
2025-06-03,CUST-848316,SKU-235792,958,26862.32
2025-08-14,CUST-542164,SKU-455562,136,3983.44
2024-08-12,CUST-977898,SKU-657184,134,4712.78
2024-01-23,CUST-288266,SKU-377214,528,12170.4
2025-06-16,CUST-111233,SKU-308752,381,39612.57
2024-04-24,CUST-978371,SKU-351168,596,22338.08
2025-10-11,CUST-978371,SKU-380565,215,11448.75
2024-11-14,CUST-673084,SKU-263520,450,15975.0
2025-05-15,CUST-950026,SKU-740530,416,27131.52
2024-12-19,CUST-974555,SKU-851951,391,12167.92
2024-01-27,CUST-556820,SKU-720067,895,15922.05
2025-04-23,CUST-281848,SKU-147232,610,20868.1
2024-11-14,CUST-489396,SKU-801331,782,20316.36
2024-12-12,CUST-910480,SKU-508596,905,10796.65
2025-11-01,CUST-455100,SKU-249481,265,855.95
2024-12-13,CUST-774361,SKU-415231,346,16559.56
2025-08-25,CUST-848316,SKU-234631,108,1663.2
2024-10-10,CUST-511720,SKU-228099,771,5882.73
2024-09-04,CUST-698600,SKU-578490,743,28902.7
2024-09-07,CUST-810860,SKU-278356,800,18976.0
2024-07-16,CUST-320445,SKU-513472,917,23080.89
2025-03-13,CUST-619729,SKU-930951,30,1563.6
2025-10-23,CUST-742268,SKU-292547,859,70438.0
2025-06-13,CUST-609245,SKU-890973,204,1328.04
2025-07-01,CUST-139803,SKU-747108,572,29881.28
2025-09-11,CUST-112503,SKU-676539,133,3368.89
2024-10-18,CUST-618416,SKU-757724,237,20995.83
2025-11-10,CUST-673582,SKU-509044,538,58555.92
2025-06-19,CUST-698600,SKU-772229,787,79062.02
2025-12-09,CUST-224501,SKU-414583,937,11515.73
2024-05-17,CUST-966619,SKU-645749,125,2573.75
2025-10-12,CUST-885127,SKU-472720,520,9750.0
2025-12-06,CUST-242261,SKU-472302,141,14998.17
2024-11-27,CUST-974555,SKU-756897,50,684.5
2024-10-23,CUST-210939,SKU-736735,489,53281.44
2025-07-22,CUST-197000,SKU-221813,745,11957.25
2025-12-24,CUST-561237,SKU-119278,206,11962.42
2025-11-23,CUST-491857,SKU-197835,813,135079.95
2025-04-16,CUST-568648,SKU-740406,961,89161.58
2025-12-24,CUST-288266,SKU-462657,521,13191.72
2025-09-21,CUST-800282,SKU-201666,440,7779.2
2024-04-12,CUST-374157,SKU-361029,585,66064.05
2025-07-15,CUST-380051,SKU-279736,782,35080.52
2025-02-11,CUST-954756,SKU-193448,543,10018.35
2025-06-21,CUST-300751,SKU-193448,723,13339.35
2024-01-03,CUST-352572,SKU-271770,918,35425.62
2025-08-31,CUST-105144,SKU-819603,886,66990.46
2024-02-16,CUST-394574,SKU-672306,689,27360.19
2024-01-28,CUST-568648,SKU-788856,847,47779.27
2024-10-09,CUST-349540,SKU-706784,669,11774.4
2024-06-04,CUST-504617,SKU-110792,625,17937.5
2024-01-17,CUST-114545,SKU-261147,947,25398.54
2024-11-24,CUST-300751,SKU-530111,880,31521.6
2024-08-23,CUST-540465,SKU-812230,750,2730.0
2025-06-22,CUST-547466,SKU-511500,587,54450.12
2024-04-12,CUST-896510,SKU-499762,256,1879.04
2025-09-28,CUST-184972,SKU-465018,858,65499.72
2025-01-27,CUST-484797,SKU-221842,161,1355.62
2025-07-04,CUST-397533,SKU-648094,609,6784.26
2025-02-23,CUST-619729,SKU-824275,689,6207.89
2025-02-14,CUST-671935,SKU-835387,415,7428.5
2025-03-13,CUST-345089,SKU-429796,408,31709.76
2025-12-09,CUST-629112,SKU-699298,736,44616.32
2025-10-30,CUST-896474,SKU-490366,366,12974.7
2024-06-04,CUST-316733,SKU-674695,221,11052.21
2024-11-21,CUST-896474,SKU-899283,480,6796.8
2025-04-09,CUST-562216,SKU-840389,495,10721.7
2025-08-01,CUST-225893,SKU-361901,650,40839.5
2025-04-22,CUST-716539,SKU-119440,614,9602.96
2025-07-16,CUST-681122,SKU-704798,157,4392.86
2025-04-12,CUST-775246,SKU-902771,831,45464.01
2025-12-12,CUST-529855,SKU-335080,124,1858.76
2025-10-28,CUST-556781,SKU-742408,215,5936.15
2024-12-01,CUST-681122,SKU-521409,82,1064.36
2025-09-25,CUST-473241,SKU-527037,900,22284.0
2024-05-22,CUST-306552,SKU-317022,663,19551.87
2024-06-04,CUST-309518,SKU-161590,238,2708.44
2024-08-22,CUST-698600,SKU-133652,597,14333.97
2025-05-01,CUST-522837,SKU-133652,676,17204.2
2025-04-04,CUST-471134,SKU-502903,671,5341.16
2025-11-25,CUST-977898,SKU-975615,465,50745.45
2024-09-09,CUST-272753,SKU-967145,767,21882.51
2025-02-07,CUST-448323,SKU-422950,987,22276.59
2024-06-26,CUST-651864,SKU-342501,417,36366.57
2024-08-03,CUST-421904,SKU-474779,602,28811.72
2025-11-13,CUST-471134,SKU-134272,421,3073.3
2024-01-29,CUST-609226,SKU-226847,465,22631.55
2025-08-04,CUST-105144,SKU-344214,928,15386.24
2024-08-28,CUST-889320,SKU-716983,185,8058.6
2024-08-12,CUST-592610,SKU-308752,464,45513.76
2024-04-14,CUST-221031,SKU-821397,403,6028.88
2025-09-25,CUST-929229,SKU-496845,447,25630.98
2025-05-21,CUST-860113,SKU-263520,686,25814.18
2024-03-18,CUST-105144,SKU-232209,628,13866.24
2025-05-27,CUST-882820,SKU-221242,313,23916.33
2025-11-19,CUST-954756,SKU-353381,850,20799.5
2025-05-19,CUST-199485,SKU-793328,776,10902.8
2025-04-23,CUST-816130,SKU-972578,129,1435.77
2024-03-01,CUST-275551,SKU-117542,686,14200.2
2025-12-04,CUST-978371,SKU-321040,27,459.81
2025-06-23,CUST-342534,SKU-270066,208,22191.52
2025-08-28,CUST-129074,SKU-309188,437,88112.31
2024-03-29,CUST-466167,SKU-801331,975,25330.5
2024-05-06,CUST-782824,SKU-489142,448,10456.32
2025-09-24,CUST-529855,SKU-221242,432,33009.12
2024-03-19,CUST-614635,SKU-747108,392,19317.76
2025-11-01,CUST-649686,SKU-673620,963,42766.83
2024-03-26,CUST-840622,SKU-283842,385,4100.25
2025-08-26,CUST-527451,SKU-154152,316,15436.6
2024-04-17,CUST-221031,SKU-582680,338,20080.58
2025-04-25,CUST-292522,SKU-706188,979,15615.05
2024-01-12,CUST-936794,SKU-317529,71,875.43
2024-09-23,CUST-473241,SKU-342871,598,9298.9
2024-11-24,CUST-342534,SKU-224567,385,5628.7
2024-03-08,CUST-487875,SKU-317887,354,19388.58
2024-10-27,CUST-466167,SKU-367794,556,13104.92
2024-10-10,CUST-840622,SKU-392379,64,1468.16
2025-02-07,CUST-224501,SKU-773515,921,12166.41
2024-07-06,CUST-982083,SKU-369447,923,17583.15
2024-03-22,CUST-518158,SKU-862533,800,17640.0
2025-11-15,CUST-342534,SKU-351291,730,49961.2
2024-12-11,CUST-445919,SKU-279236,343,30770.53
2024-07-02,CUST-275551,SKU-109353,763,58544.99
2025-07-27,CUST-445919,SKU-933401,310,5242.1
2024-09-10,CUST-960058,SKU-133652,477,11452.77
2024-03-21,CUST-555494,SKU-800272,352,5448.96
2024-05-07,CUST-622573,SKU-322754,363,14933.82
2025-12-19,CUST-316733,SKU-685908,413,91648.83
2024-12-31,CUST-972086,SKU-263942,210,6648.6
2024-10-01,CUST-890404,SKU-720067,976,17363.04
2024-09-12,CUST-406065,SKU-455562,43,1188.09
2025-04-27,CUST-227478,SKU-709399,536,5676.24
2025-04-29,CUST-824558,SKU-542447,350,18074.0
2024-08-03,CUST-272753,SKU-289802,335,14160.45
2025-12-23,CUST-671935,SKU-674695,231,12245.31
2025-05-20,CUST-669198,SKU-429413,410,79216.1
2025-06-22,CUST-698600,SKU-166140,407,12889.69
2025-05-08,CUST-704155,SKU-356822,80,402.4
2025-07-10,CUST-473557,SKU-357573,181,2843.51
2024-06-23,CUST-762014,SKU-253421,490,4419.8
2024-10-01,CUST-119427,SKU-380000,401,9339.29
2025-09-05,CUST-710722,SKU-652512,580,12232.2
2024-09-05,CUST-816130,SKU-543622,556,21889.72
2025-02-08,CUST-397533,SKU-286411,20,1078.4
2024-02-15,CUST-403434,SKU-392379,813,18650.22
2025-12-07,CUST-505863,SKU-555219,657,10065.24
2025-01-31,CUST-978371,SKU-117542,664,14568.16
2025-09-15,CUST-848316,SKU-335306,147,2603.37
2024-12-07,CUST-506220,SKU-171327,697,7708.82
2024-05-01,CUST-651864,SKU-351216,736,11533.12
2025-10-11,CUST-275551,SKU-615285,172,17244.72
2025-07-28,CUST-811726,SKU-347176,160,4281.6
2025-07-16,CUST-316733,SKU-422149,113,1430.58
2024-03-27,CUST-777375,SKU-121370,776,26624.56
2024-03-19,CUST-927812,SKU-759155,949,11074.83
2025-01-24,CUST-952585,SKU-376140,276,22154.52
2024-04-14,CUST-824558,SKU-578490,367,14276.3
2025-07-20,CUST-666771,SKU-764787,811,10989.05
2024-05-20,CUST-827324,SKU-113582,708,30833.4
2024-05-20,CUST-138957,SKU-954671,744,55093.2
2024-07-16,CUST-506220,SKU-490189,272,19350.08
2025-02-08,CUST-111233,SKU-824671,538,7962.4
2024-06-01,CUST-547466,SKU-613232,255,7953.45
2024-11-12,CUST-811726,SKU-718980,554,13739.2
2025-02-04,CUST-568648,SKU-637923,28,1064.0
2024-01-29,CUST-950026,SKU-397873,489,12836.25
2025-12-06,CUST-525071,SKU-820011,11,954.36
2025-06-26,CUST-509472,SKU-415530,437,38093.29
2024-04-26,CUST-397533,SKU-511500,806,70533.06
2024-06-06,CUST-556174,SKU-786231,614,5366.36
2024-12-20,CUST-651864,SKU-616256,205,5405.85
2025-08-28,CUST-954756,SKU-129681,243,1455.57
2025-12-05,CUST-592610,SKU-550904,17,428.06
2025-08-26,CUST-559960,SKU-784713,139,7229.39
2024-11-17,CUST-960058,SKU-117542,840,17388.0
2024-11-07,CUST-966619,SKU-308752,996,97697.64
2024-01-28,CUST-233948,SKU-335306,102,1703.4
2024-11-23,CUST-230013,SKU-342871,443,6888.65
2025-03-08,CUST-582618,SKU-821936,483,17132.01
2024-08-28,CUST-724220,SKU-724203,761,153014.27
2025-09-23,CUST-454384,SKU-544137,861,27285.09
2024-01-31,CUST-518158,SKU-760430,501,40756.35
2024-12-20,CUST-822914,SKU-786231,183,1599.42
2024-06-10,CUST-936794,SKU-759155,479,5589.93
2025-06-23,CUST-343717,SKU-699298,862,52254.44
2024-03-18,CUST-455100,SKU-522220,583,60381.31
2025-01-11,CUST-233948,SKU-108611,300,6864.0
2024-05-06,CUST-210939,SKU-869179,961,30723.17
2025-04-24,CUST-910480,SKU-502442,197,5626.32
2024-02-22,CUST-555494,SKU-128000,713,42772.87
2025-02-13,CUST-910480,SKU-119440,681,10650.84
2025-08-29,CUST-419982,SKU-674487,580,6345.2
2025-07-17,CUST-592610,SKU-632657,926,5417.1
2025-05-06,CUST-424539,SKU-477814,419,22546.39
2025-05-12,CUST-112503,SKU-317887,784,45519.04
2024-05-01,CUST-582618,SKU-996213,500,20045.0
2025-03-27,CUST-349540,SKU-166140,479,15169.93
2025-07-21,CUST-561237,SKU-298850,598,20236.32
2025-03-28,CUST-929229,SKU-309188,169,34075.47
2025-02-12,CUST-556174,SKU-886587,564,16970.76
2024-04-06,CUST-816130,SKU-450918,610,115235.1
2025-04-27,CUST-340708,SKU-578490,374,15420.02
2025-07-21,CUST-832187,SKU-995185,943,14946.55
2025-01-12,CUST-618416,SKU-555899,682,26884.44
2024-04-29,CUST-556820,SKU-992252,703,18608.41
2025-01-16,CUST-719493,SKU-824622,258,7887.06
2025-08-25,CUST-781821,SKU-317529,581,7593.67
2024-07-12,CUST-889320,SKU-220049,257,3328.15
2025-10-22,CUST-282481,SKU-629405,625,10843.75
2025-03-12,CUST-629112,SKU-466550,228,12156.96
2024-07-03,CUST-775246,SKU-861962,182,5478.2
2024-12-22,CUST-380051,SKU-272688,63,3560.76
2024-05-02,CUST-811726,SKU-700203,20,199.2
2025-07-28,CUST-410175,SKU-709626,405,16681.95
2025-11-13,CUST-724220,SKU-964820,229,3941.09
2024-05-05,CUST-525071,SKU-832351,541,36490.45
2025-02-14,CUST-724220,SKU-263449,433,16306.78
2025-07-12,CUST-671782,SKU-278356,873,21947.22
2025-09-02,CUST-429950,SKU-466844,86,890.1
2025-10-20,CUST-824558,SKU-221583,343,9363.9
2024-11-13,CUST-256522,SKU-963959,105,2239.65
2024-04-04,CUST-317070,SKU-429273,469,4136.58
2024-08-20,CUST-300751,SKU-718385,312,1622.4
2024-11-12,CUST-719493,SKU-587562,432,22183.2
2024-03-23,CUST-300751,SKU-732495,645,13545.0
2025-01-28,CUST-436962,SKU-924610,794,23200.68
2025-03-03,CUST-889320,SKU-414058,55,1005.4
2024-06-27,CUST-992478,SKU-579175,724,13915.28
